"yr","mon","yrmon","seas","tmin","tmax","tmean","ppt"
1900,1,1900.041666666,"Win",-5.72085078099036,7.04933865071452,0.664243934862081,92.5213791957461
1900,2,1900.12499999933,"Win",-5.76943835161183,5.51029245596544,-0.129572947823197,217.375101362579
1900,3,1900.20833333267,"Spr",-1.60370222665337,10.170641409106,4.28346959122632,154.929491525424
1900,4,1900.291666666,"Spr",3.67110335659688,17.2356796277833,10.4533914921901,156.082429378531
1900,5,1900.37499999933,"Spr",7.2442073778664,22.1759155865736,14.71006148222,48.6023130608176
1900,6,1900.45833333267,"Sum",13.617148554337,23.4713293452974,18.5442389498172,345.16260219342
1900,7,1900.541666666,"Sum",14.5227085410435,26.5900365569957,20.5563725490196,168.066257892988
1900,8,1900.62499999933,"Sum",14.2843569292124,28.1898072449319,21.2370820870721,62.5667696909272
1900,9,1900.70833333267,"Fal",12.0933765370555,25.4731339315387,18.7832552342971,104.832509139249
1900,10,1900.791666666,"Fal",8.27011631771353,20.3457593885012,14.3079378531073,102.635108009305
1900,11,1900.87499999933,"Fal",0.688118976404121,13.1594017946162,6.92376038551014,133.749421734796
1900,12,1900.95833333267,"Win",-3.57654037886341,8.08373213692257,2.25359587902958,110.678976404121
1901,1,1901.041666666,"Win",-4.27536723163842,7.00397806580259,1.36430541708209,140.171764705882
1901,2,1901.12499999933,"Win",-6.1485975407112,5.40683615819209,-0.370880691259555,64.9218876703224
1901,3,1901.20833333267,"Spr",-1.14746095048189,11.5994749086075,5.22600697906281,185.951681621801
1901,4,1901.291666666,"Spr",1.1740013293453,12.3569325357262,6.76546693253573,194.641242937853
1901,5,1901.37499999933,"Spr",7.21080093054171,21.0287803256896,14.1197906281157,186.634353605849
1901,6,1901.45833333267,"Sum",12.5143735460286,24.9609670987039,18.7376703223662,226.531665004985
1901,7,1901.541666666,"Sum",14.5429278830176,27.7704519774011,21.1566899302094,103.175084745763
1901,8,1901.62499999933,"Sum",13.6661847789963,24.0079594549684,18.8370721169824,423.190023263543
1901,9,1901.70833333267,"Fal",9.57388168826853,21.484951811233,15.5294167497507,124.921415752742
1901,10,1901.791666666,"Fal",2.89336324360253,18.7091060152875,10.801234629445,29.1626021934197
1901,11,1901.87499999933,"Fal",-3.61735460285809,9.80493851777999,3.09379195746095,35.0386972416085
1901,12,1901.95833333267,"Win",-5.45549019607843,5.72792954469924,0.136219674310402,280.33878032569
1902,1,1902.041666666,"Win",-5.3466001994018,6.28356264539714,0.468481222997673,99.3629611166501
1902,2,1902.12499999933,"Win",-6.55884346959123,3.17582253240279,-1.69151046859422,175.127942838152
1902,3,1902.20833333267,"Spr",-0.385623130608175,11.7076304420073,5.66100365569957,171.922326354271
1902,4,1902.291666666,"Spr",2.57097706879362,15.3706480558325,8.97081256231306,59.4747623795281
1902,5,1902.37499999933,"Spr",10.2578099036225,23.699863742107,16.9788368228647,73.7775540046527
1902,6,1902.45833333267,"Sum",12.1707244931871,25.6686939182453,18.9197092057162,144.43888334995
1902,7,1902.541666666,"Sum",14.1126985709538,27.1162313060818,20.6144649385178,97.5748986374211
1902,8,1902.62499999933,"Sum",13.5229145895646,26.6796510468594,20.101282818212,81.5614390162845
1902,9,1902.70833333267,"Fal",9.65152542372881,21.7504187437687,15.7009720837488,165.993469591226
1902,10,1902.791666666,"Fal",5.34726487205052,18.9655766035228,12.1564207377866,65.2873978065803
1902,11,1902.87499999933,"Fal",3.08390495181123,15.730382186773,9.40714356929212,115.350877367896
1902,12,1902.95833333267,"Win",-2.85098703888335,7.36168494516451,2.25534895314058,141.010285809239
1903,1,1903.041666666,"Win",-4.88598870056497,6.15775672981057,0.635884014622798,85.5258358258558
1903,2,1903.12499999933,"Win",-3.1094283815221,9.09615486872715,2.99336324360253,292.214363575939
1903,3,1903.20833333267,"Spr",4.63526420737787,14.2623662346294,9.44881522100366,262.995579926886
1903,4,1903.291666666,"Spr",3.40451312728481,15.87740777667,9.6409604519774,177.62814556331
1903,5,1903.37499999933,"Spr",9.26144898637421,22.0233233632436,15.6423861748089,98.9558856763044
1903,6,1903.45833333267,"Sum",10.5264606181456,21.9680658025922,16.2472632103689,265.881867730143
1903,7,1903.541666666,"Sum",13.7614622798272,26.5118677301429,20.136665004985,121.207135260884
1903,8,1903.62499999933,"Sum",13.9136457294782,26.2815453639083,20.0975955466933,111.501884346959
1903,9,1903.70833333267,"Fal",9.18650714523097,23.3973180458624,16.2919125955467,58.9811665004985
1903,10,1903.791666666,"Fal",3.52356264539714,18.7304453306746,11.1270039880359,71.5505982053838
1903,11,1903.87499999933,"Fal",-1.732987703556,10.4105350614822,4.33877367896311,97.0238850116318
1903,12,1903.95833333267,"Win",-7.25850780990362,5.05047856430708,-1.10401462279827,57.2413991359256
1904,1,1904.041666666,"Win",-6.79123961448986,5.2731704885344,-0.759034562977734,91.6920305749418
1904,2,1904.12499999933,"Win",-4.46595546693254,7.29737454303755,1.41570953805251,94.0729677633766
1904,3,1904.20833333267,"Spr",0.871874376869392,12.5933100697906,6.73259222333001,169.483489531406
1904,4,1904.291666666,"Spr",1.83178796942506,14.5925988700565,8.21219341974078,72.2077966101695
1904,5,1904.37499999933,"Spr",7.54024925224327,21.364297108674,14.4522731804586,117.258856763044
1904,6,1904.45833333267,"Sum",11.769591226321,24.9605550016617,18.3650731139914,102.865340644732
1904,7,1904.541666666,"Sum",12.6214091060153,25.4576370887338,19.0395230973745,143.139448321702
1904,8,1904.62499999933,"Sum",13.7308208707212,24.6450648055833,19.1879428381522,161.840854104354
1904,9,1904.70833333267,"Fal",10.9103423064141,24.5093552675307,17.7098487869724,42.110259222333
1904,10,1904.791666666,"Fal",2.75058823529412,19.2244034562978,10.9874958457959,8.5385211033566
1904,11,1904.87499999933,"Fal",-1.51643735460286,12.374556331007,5.42905948820206,89.9598836822865
1904,12,1904.95833333267,"Win",-3.59658690594882,7.63462279827185,2.01901794616152,134.142572283151
1905,1,1905.041666666,"Win",-7.32809571286142,3.97229976736457,-1.67789797274842,109.905623130608
1905,2,1905.12499999933,"Win",-7.10771020272516,2.87748089066135,-2.1151146560319,187.210146227983
1905,3,1905.20833333267,"Spr",2.01707211698239,15.527148554337,8.77211033565969,88.0013193752077
1905,4,1905.291666666,"Spr",4.39883682286474,17.0967929544699,10.7478148886673,106.190545031572
1905,5,1905.37499999933,"Spr",10.3183117314722,22.0979694250582,16.2081405782652,177.450515121303
1905,6,1905.45833333267,"Sum",12.9590761050183,25.198580923895,19.0788285144566,215.942097042207
1905,7,1905.541666666,"Sum",14.4405117979395,25.3669624459953,19.9037371219674,194.29531738119
1905,8,1905.62499999933,"Sum",13.3498371552011,24.6398005982054,18.9948188767032,186.368441342639
1905,9,1905.70833333267,"Fal",11.1260219341974,24.3807444333666,17.753383183782,41.2494217347956
1905,10,1905.791666666,"Fal",5.60187437686939,17.9187404453307,11.7603074111,109.891881023596
1905,11,1905.87499999933,"Fal",-0.0277633765370555,13.2730209371884,6.62262878032569,31.9341508806913
