"yr","mon","yrmon","seas","tmin","tmax","tmean","ppt"
1900,1,1900.041666666,"Win",-3.98257273352937,7.05443658887568,1.53593192767315,72.3678314459113
1900,2,1900.12499999933,"Win",-5.55746167803291,6.07982731652381,0.261182819245448,104.70763311018
1900,3,1900.20833333267,"Spr",-1.87933491835075,9.81864543577551,3.96965525871238,82.5472026528186
1900,4,1900.291666666,"Spr",5.42439466933617,18.732037790152,12.0782162297441,57.3917274604267
1900,5,1900.37499999933,"Spr",9.83540261527873,25.5832346868548,17.7093186510668,61.615545266846
1900,6,1900.45833333267,"Sum",15.8444566101483,27.5075549020835,21.6760057561159,132.436799099043
1900,7,1900.541666666,"Sum",17.5516642682851,31.7336050803979,24.6426346743415,93.6912757304636
1900,8,1900.62499999933,"Sum",18.4264487267722,32.6855846837265,25.5560167052493,47.1106588250016
1900,9,1900.70833333267,"Fal",15.6728830632547,29.1133360445473,22.393109553901,92.8867384095602
1900,10,1900.791666666,"Fal",9.97183257210786,21.7118532190452,15.8418428955765,69.2954526684602
1900,11,1900.87499999933,"Fal",3.24876931739974,14.6427835825565,8.9457764499781,84.2655096039542
1900,12,1900.95833333267,"Win",-3.7272933742101,7.71374460364137,1.99322561471564,65.6529037101921
1901,1,1901.041666666,"Win",-3.80031220671964,6.4736676468748,1.33667772007758,63.6876963023212
1901,2,1901.12499999933,"Win",-6.84845961333917,4.27886942376275,-1.28479509478821,14.0879503222174
1901,3,1901.20833333267,"Spr",0.438398298191829,12.7807095038478,6.60955390101983,89.3961227554276
1901,4,1901.291666666,"Spr",3.84426390539949,15.1090408559094,9.47665238065445,164.223160858412
1901,5,1901.37499999933,"Spr",10.2156384908966,22.8708058562222,16.5432221735594,155.373647625602
1901,6,1901.45833333267,"Sum",15.2058662328724,28.3294300193956,21.767648126134,120.322374397798
1901,7,1901.541666666,"Sum",19.0194706876056,32.0571551022962,25.5383128949509,118.252609647751
1901,8,1901.62499999933,"Sum",17.1544960270287,29.0421723080773,23.098334167553,192.957914659326
1901,9,1901.70833333267,"Fal",11.5387155102296,24.7101201276356,18.1244178189326,92.0218469623975
1901,10,1901.791666666,"Fal",5.31115435149847,20.7027103797785,13.0069323656385,16.6864343364825
1901,11,1901.87499999933,"Fal",-1.69205968841895,10.0664399674654,4.18719013952324,58.2598629794156
1901,12,1901.95833333267,"Win",-5.67597885253081,6.54952011512232,0.436770631295752,167.853620722017
1902,1,1902.041666666,"Win",-6.12762560220234,5.04728023524995,-0.540172683476194,77.5498435838078
1902,2,1902.12499999933,"Win",-7.37750172057811,2.91300882187324,-2.23224644935244,112.333453043859
1902,3,1902.20833333267,"Spr",0.59973534380279,13.6821885753613,7.14096195958206,98.3424382156041
1902,4,1902.291666666,"Spr",4.04064068072327,17.4042858036664,10.7224632421948,69.0571532253019
1902,5,1902.37499999933,"Spr",10.7153725833698,26.1614271413377,18.4383998623538,64.9886460614403
1902,6,1902.45833333267,"Sum",13.3109672777326,28.2727410373522,20.7918541575424,96.8730144528562
1902,7,1902.541666666,"Sum",17.1676862916849,31.0611299505725,24.1144081211287,84.6305230557467
