"cYr","pptAvg","tminAvg","tmaxAvg","tmeanAvg","tAvg"
1983,1236.95011574798,5.56200900957267,18.2196765313145,11.8908427704436,11.8908427704436
1984,1210.08248326347,6.05932031950615,18.5006832259276,12.2800017727169,12.2800017727168
1985,1123.27019958706,6.05237674404055,18.8499967673987,12.4511867557196,12.4511867557196
1986,856.579326159044,5.89151509937641,18.8201122025485,12.3558136509625,12.3558136509625
1987,1170.12878621035,5.83471766877307,18.7993318943044,12.3170247815387,12.3170247815387
1988,867.56715948195,4.81116326722142,18.5693518112995,11.6902575392605,11.6902575392605
1989,1251.74148845649,5.50617755323365,17.9333848463993,11.7197811998165,11.7197811998165
1990,1168.43377275856,6.79487153016747,20.02589303218,13.4103822811737,13.4103822811737
1991,921.10238002878,6.6139399153267,19.8384748899873,13.226207402657,13.226207402657
1992,1161.79015891885,5.63528170556215,17.7529022503076,11.6940919779349,11.6940919779349
1993,1188.73317024338,5.56187840205217,18.3408765563411,11.9513774791967,11.9513774791966
1994,1172.40804917725,5.52655623683497,18.381196271038,11.9538762539365,11.9538762539365
1995,1187.16922667835,5.71216255813468,18.0213827712778,11.8667726647062,11.8667726647063
1996,1546.27567790778,5.2271446224113,17.2052297232476,11.2161871728295,11.2161871728295
1997,1007.75331289495,5.36808937621223,18.0024023962961,11.6852458862541,11.6852458862541
1998,1121.53779140337,7.01285522117249,19.6779714384033,13.3454133297879,13.3454133297879
1999,1046.46594006132,5.9277207032472,19.330660284886,12.6291904940666,12.6291904940666
2000,976.550295939436,5.60941641118687,18.1955208137813,11.9024686124841,11.9024686124841
2001,874.244806982419,5.66415676030783,19.0732559073182,12.368706333813,12.368706333813
2002,1025.911099293,6.41617348641264,19.0777690879893,12.746971287201,12.746971287201
2003,1636.82319902396,5.98262195249119,17.4115325137125,11.6970772331018,11.6970772331018
2004,1179.29255834324,6.32180806690443,18.1365101983357,12.2291591326201,12.2291591326201
2005,1058.40799286742,6.06999577676281,18.2803061586269,12.1751509676948,12.1751509676948
2006,1145.59990615029,6.33738378276918,19.1601478654404,12.7487658241048,12.7487658241048
2007,877.687333416756,6.37722006715468,18.9156257690463,12.6464229181005,12.6464229181005
2008,1068.48174122505,5.92986980958935,18.2669952970865,12.0984325533379,12.0984325533379
2009,1191.03341988363,5.69597233518948,17.5781582514755,11.6370652933325,11.6370652933325
2010,1027.5823850341,6.19187954910427,18.7176208575778,12.4547502033411,12.454750203341
2011,1263.44422474431,7.01694154163728,18.8999418958481,12.9584417187427,12.9584417187427
2012,969.101449208886,7.18003100041251,19.4802139500572,13.3301224752348,13.3301224752348
2013,1224.60207820218,6.17153934677026,17.6154437055882,11.8934915261792,11.8934915261792
