"cYr","pptAvg","tminAvg","tmaxAvg","tmeanAvg","tAvg"
1928,1239.69319349315,4.58817351598173,16.7628339041096,10.6755037100457,10.6755037100457
1929,1317.44429794521,4.60485302511416,17.0478417522831,10.8263473886986,10.8263473886986
1930,680.938125,4.60816994863014,18.1047538527397,11.3564619006849,11.3564619006849
1931,1059.35011986301,5.86296375570777,18.0077547089041,11.9353592323059,11.9353592323059
1932,1393.11718321918,5.10297517123288,17.7798173515982,11.4413962614155,11.4413962614155
1933,1242.80572773973,5.46885773401827,17.4666324200913,11.4677450770548,11.4677450770548
1934,1375.28745719178,4.67152468607306,17.0721682363014,10.8718464611872,10.8718464611872
1935,1272.50536815068,4.7338149257991,15.9922474315069,10.363031178653,10.363031178653
1936,1290.41965753425,4.84426227168949,16.8007755422374,10.8225189069635,10.8225189069635
1937,1607.61297945205,5.2936665239726,16.2934646118721,10.7935655679224,10.7935655679224
1938,1121.60074486301,5.42747788242009,17.2866367009132,11.3570572916667,11.3570572916667
1939,1089.08431506849,5.28851455479452,17.2574557648402,11.2729851598173,11.2729851598174
1940,1400.28754280822,3.8505522260274,15.6460359589041,9.74829409246575,9.74829409246576
1941,882.764143835616,4.57930936073059,18.0319121004566,11.3056107305936,11.3056107305936
1942,1610.73305650685,5.15025542237442,16.8707334474886,11.0104944349315,11.0104944349315
1943,938.961909246575,4.58737799657535,17.4125249714612,10.9999514840183,10.9999514840183
1944,1259.63292808219,4.87380850456621,17.1728924086758,11.023350456621,11.023350456621
1945,1252.75779965753,4.76299942922374,17.3716723744292,11.0673359018265,11.0673359018265
1946,1074.43868150685,4.88770119863013,17.8710466609589,11.3793739297945,11.3793739297945
1947,1179.12845034247,4.53382063356165,16.7199265125571,10.6268735730594,10.6268735730594
1948,1577.29583904109,4.73756849315069,16.899200913242,10.8183847031963,10.8183847031963
1949,1380.03800513699,5.78121289954338,17.8335616438356,11.8073872716895,11.8073872716895
1950,1224.08429794521,4.7374093892694,16.7363926940639,10.7369010416667,10.7369010416667
1951,1181.55974315068,4.92207762557078,17.387915239726,11.1549964326484,11.1549964326484
1952,1455.10754280822,5.24504494863014,17.4640789098174,11.3545619292237,11.3545619292237
1953,1096.17868150685,5.47083547374429,18.6135702054795,12.0422028396119,12.0422028396119
1954,1142.26443493151,4.9268421803653,17.7799586187215,11.3534003995434,11.3534003995434
1955,1135.53428082192,4.84313498858448,17.4130372431507,11.1280861158676,11.1280861158676
1956,1227.14697773973,4.94275042808219,17.1673052226027,11.0550278253425,11.0550278253425
1957,1118.12747431507,5.12546232876712,17.304671803653,11.21506706621,11.21506706621
1958,1246.6210359589,3.88914383561644,15.7167401541096,9.80294199486302,9.80294199486301
1959,1180.9280479452,5.08068921232876,17.8932377283105,11.4869634703196,11.4869634703196
1960,1129.80692636986,3.86695419520547,16.2430729166667,10.0550135559361,10.0550135559361
1961,1353.34560787671,4.44238227739726,16.4915168378995,10.4669495576484,10.4669495576484
1962,1169.4339640411,3.99593179223744,15.9610637842466,9.97849778824201,9.97849778824201
1963,901.738339041096,3.23906820776255,16.7196104452055,9.97933932648402,9.97933932648401
1964,1141.37946061644,4.31324557648402,17.207484303653,10.7603649400685,10.7603649400685
1965,925.073681506848,4.42294235159817,17.1107084760274,10.7668254138128,10.7668254138128
1966,1227.16664383562,3.61081192922375,16.1748801369863,9.89284603310502,9.89284603310502
1967,1158.28755993151,3.64171946347032,16.0126355593607,9.82717751141553,9.82717751141553
1968,1074.85306506849,3.74960616438357,16.4672488584475,10.1084275114155,10.1084275114155
1969,1251.34866438356,4.10543307648402,15.7064875856164,9.90596033105023,9.90596033105022
1970,1171.38942636986,4.55595462328766,16.5345940353881,10.5452743293379,10.5452743293379
1971,1462.99933219178,4.65751569634703,16.4922267408676,10.5748712186073,10.5748712186073
1972,1766.07174657534,4.41729594748858,15.9149864440639,10.1661411957763,10.1661411957763
1973,1381.15974315068,5.20378496004567,16.9272845319635,11.0655347460046,11.0655347460046
