"cYr","pptAvg","tminAvg","tmaxAvg","tmeanAvg","tAvg"
1926,1053.62247119078,1.6066709346991,13.7479257362356,7.67729833546735,7.67729833546735
1927,1322.64886043534,2.73982074263764,15.0254129321383,8.88261683738796,8.88261683738796
1928,1137.60947503201,3.03768139137857,14.8505580452412,8.94411971830985,8.94411971830986
1929,1096.65247119078,2.70248506188647,15.3098591549296,9.00617210840802,9.00617210840803
1930,848.032304737516,2.66618864703372,15.7383802816901,9.20228446436193,9.20228446436193
1931,925.560845070422,3.84126013657704,16.0990546308152,9.97015738369613,9.97015738369611
1932,1127.51891165173,3.06736662398634,15.6462217242851,9.35679417413572,9.35679417413573
1933,1184.68262483995,3.26360968843363,15.3467690994452,9.3051893939394,9.30518939393939
1934,1109.28850192061,2.18721084080239,14.9073303457106,8.54727059325652,8.54727059325651
1935,1066.45512163892,2.3529033290653,14.5047385830132,8.42882095603926,8.42882095603926
1936,1137.31115236876,2.52466709346991,15.1185051216389,8.82158610755442,8.82158610755442
1937,1208.20783610755,3.29281583440034,15.1126963294921,9.20275608194622,9.20275608194623
1938,1270.67943661972,3.43770486555698,15.7253467776355,9.58152582159625,9.58152582159624
1939,944.629090909092,3.03528595817329,15.3511192915066,9.19320262483994,9.19320262483996
1940,1176.72966709347,1.73821916346564,13.298915919761,7.51856754161332,7.51856754161331
1941,834.439231754161,2.50298228766538,15.8844942381562,9.1937382629108,9.1937382629108
1942,1345.83103713188,2.92463935125907,15.0972812633376,9.01096030729835,9.01096030729834
1943,955.542023047375,2.19533504054631,14.9956818181818,8.59550842936407,8.59550842936407
1944,999.077759282969,2.69393085787452,15.3610659411011,9.02749839948783,9.02749839948784
1945,1426.96275288092,2.85407276995304,15.1442434912505,8.99915813060179,8.99915813060178
1946,950.222727272728,3.14328104993598,16.2638316261203,9.70355633802817,9.70355633802817
1947,1243.49414852753,2.80725032010244,15.1769654289373,8.99210787451984,8.99210787451985
1948,1151.34838668374,2.44593576611182,15.3079790866411,8.87695742637643,8.87695742637644
1949,967.204340588989,3.90484741784037,16.8294152795561,10.3671313486982,10.3671313486982
1950,1174.63099871959,2.69588028169014,14.6434069568929,8.66964361929151,8.66964361929151
1951,1300.42417413572,2.97794174135724,15.2959869825011,9.13696436192915,9.13696436192915
1952,1424.97055057618,2.97908877507469,15.4128851899274,9.19598698250107,9.19598698250106
1953,1129.96934699104,3.49285958173282,16.6149850618865,10.0539223218096,10.0539223218096
1954,1027.03419974392,2.87849765258215,15.592382629108,9.23544014084507,9.23544014084506
1955,1260.55795134443,3.13074477166027,15.6163102859582,9.37352752880922,9.37352752880922
1956,1140.42545454545,2.50676376440461,14.5635808792147,8.53517232180965,8.53517232180964
1957,944.429385403329,2.75575224071702,15.6024274434486,9.1790898420828,9.17908984208279
1958,1197.18704225352,2.12722577891592,13.8832597097738,8.00524274434486,8.00524274434486
1959,1140.06202304738,3.44816688006829,15.9406209987196,9.69439393939393,9.69439393939394
1960,1195.40641485275,2.43202624839949,14.8358600085361,8.63394312846776,8.63394312846778
1961,1057.4857106274,2.74909197609902,15.1247769953052,8.93693448570209,8.9369344857021
1962,925.831728553137,1.85841976099018,14.7753265044814,8.31687313273581,8.31687313273581
1963,867.921984635084,1.08853926589842,14.9037025181391,7.99612089201878,7.99612089201878
1964,817.587656850192,1.57361929150662,15.6486139564661,8.61111662398635,8.61111662398635
1965,790.157797695263,1.62832052923602,14.7308781476739,8.17959933845498,8.17959933845497
1966,916.629910371319,1.65447289799403,14.890449210414,8.27246105420401,8.27246105420401
1967,1078.57860435339,1.59961160904823,14.0865514297909,7.84308151941954,7.84308151941955
1968,1053.60149807939,1.83606594110115,14.5454769526248,8.190771446863,8.190771446863
1969,1105.982368758,2.03773580879214,14.3608034571063,8.19926963294921,8.19926963294921
1970,1024.81215108835,2.42410584720445,14.3851131028596,8.40460947503199,8.40460947503202
1971,1163.80927016645,2.70788518992744,14.5479011950491,8.62789319248827,8.62789319248826
1972,1418.24655569782,2.48956572769953,13.9078990610329,8.19873239436621,8.1987323943662
1973,1386.99548015365,3.81628040973111,15.6746393512591,9.74545988049509,9.74545988049509
